street_number,street_name,city,zip_code,category,building_type,living_area,total_value,year_built,price_per_sft
141,BEACON ST,Hyde Park,2136,Single Fam Dwelling,Cv - Conventional,3506,781800,1899,222
120,BEACON ST,Hyde Park,2136,Single Fam Dwelling,Vt - Victorian,3236,667100,1900,206
4,EDITH ST,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,1777,618200,1966,347
122,BEACON ST,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,2632,681900,1915,259
110,BEACON ST,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,1703,595700,1946,349
17,VOSE AV,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,1650,605800,1935,367
51,PLEASANT ST,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,2248,589800,1950,262
863,METROPOLITAN AV,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,1594,547600,1933,343
871,METROPOLITAN AV,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,1620,544600,1960,336
60,BEACON ST,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,3564,1087800,1886,305
15,PLEASANT ST,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,2438,553900,1890,227
17,PLEASANT ST,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,2680,712200,1900,265
23,PLEASANT ST,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,1647,649800,1970,394
27,PLEASANT ST,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,1717,613900,1904,357
31,PLEASANT ST,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,2551,613500,1910,240
33,PLEASANT ST,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,1777,542300,1905,305
35,PLEASANT ST,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,2274,424100,1905,186
37,PLEASANT ST,Hyde Park,2136,Single Fam Dwelling,Cp - Cape,1550,502800,1950,324
41,PLEASANT ST,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,2077,629500,1900,302
18,VOSE AV,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,1992,560000,1905,281
14,VOSE AV,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,1947,610500,1905,313
98,BEACON ST,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,2142,626300,1900,292
94,BEACON ST,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,1744,517200,1900,296
92,BEACON ST,Hyde Park,2136,Single Fam Dwelling,Cv - Conventional,1964,584600,1900,297
86,BEACON ST,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,1800,537900,1890,298
66,BEACON ST,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,3998,1088900,1860,272
42,BEACON ST,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,1796,607400,1890,338
38,BEACON ST,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,2320,506600,1884,218
34,BEACON ST,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,1746,674200,1849,386
32,BEACON ST,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,2698,892400,2013,330
30,BEACON ST,Hyde Park,2136,Single Fam Dwelling,Cp - Cape,1285,552700,1910,430
594,TRUMAN HW,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,1404,411100,1960,292
590,TRUMAN HW,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,1738,390600,1992,224
576,TRUMAN HW,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,1856,613600,1989,330
574,TRUMAN HW,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,1740,583000,1989,335
571,TRUMAN HW,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,1920,761200,2000,396
575,TRUMAN HW,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,1920,732700,2000,381
579,TRUMAN HW,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,1920,737500,2000,384
6,WARREN AV,Hyde Park,2136,Single Fam Dwelling,Cp - Cape,840,412100,1960,490
34,VOSE AV,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,3037,968800,1900,318
30,VOSE AV,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,1718,603600,1882,351
42,PLEASANT ST,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,2914,845800,1905,290
38,PLEASANT ST,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,2776,713100,1900,256
36,PLEASANT ST,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,1956,621300,1895,317
28,PLEASANT ST,Hyde Park,2136,Single Fam Dwelling,Cp - Cape,1075,481800,1950,448
26,PLEASANT ST,Hyde Park,2136,Single Fam Dwelling,Cp - Cape,2341,616200,1948,263
24,PLEASANT ST,Hyde Park,2136,Single Fam Dwelling,Cp - Cape,1120,420300,1950,375
14,PLEASANT ST,Hyde Park,2136,Single Fam Dwelling,Cp - Cape,1275,511800,1965,401
10,PLEASANT ST,Hyde Park,2136,Single Fam Dwelling,Cp - Cape,1275,477700,1965,374
6,PLEASANT ST,Hyde Park,2136,Single Fam Dwelling,Cp - Cape,1224,450200,1965,367
570,TRUMAN HW,Hyde Park,2136,Single Fam Dwelling,Rn - Ranch,1959,684200,1970,349
27,VOSE AV,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,1596,505500,1863,316
31,VOSE AV,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,1543,560500,1930,363
843,METROPOLITAN AV,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,2218,692200,1967,312
851,METROPOLITAN AV,Hyde Park,2136,Single Fam Dwelling,Cp - Cape,1383,479100,1952,346
855,METROPOLITAN AV,Hyde Park,2136,Single Fam Dwelling,Cp - Cape,1791,739200,1950,412
54,PLEASANT ST,Hyde Park,2136,Single Fam Dwelling,Cp - Cape,1591,620700,1950,390
50,PLEASANT ST,Hyde Park,2136,Single Fam Dwelling,Rn - Ranch,1542,536100,1964,347
140,BEACON ST,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,1916,559300,1905,291
138,BEACON ST,Hyde Park,2136,Single Fam Dwelling,Rn - Ranch,1080,464000,1954,429
136,BEACON ST,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,2295,534100,1920,232
1,EDITH ST,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,1576,606100,1965,384
28,CARLSON RD,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,2188,630300,1960,288
3,EDITH ST,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,1688,501300,1910,296
30,CARLSON RD,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,1762,732000,1960,415
850,METROPOLITAN AV,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,1669,483600,1925,289
848,METROPOLITAN AV,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,1519,587800,1928,386
844,METROPOLITAN AV,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,2444,762700,1990,312
840,METROPOLITAN AV,Hyde Park,2136,Single Fam Dwelling,Rn - Ranch,1112,489700,1959,440
490,TRUMAN HW,Hyde Park,2136,Single Fam Dwelling,Rr - Raised Ranch,1914,452600,1968,236
480,TRUMAN HW,Hyde Park,2136,Single Fam Dwelling,Sl - Split Level,1893,562100,1963,296
31,SUMMER ST,Hyde Park,2136,Single Fam Dwelling,Cp - Cape,1414,487300,1962,344
47,SUMMER ST,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,1750,506500,1900,289
79,SUMMER ST,Hyde Park,2136,Single Fam Dwelling,Cp - Cape,1176,464900,1950,395
81,SUMMER ST,Hyde Park,2136,Single Fam Dwelling,Rn - Ranch,2051,709100,1950,345
85,SUMMER ST,Hyde Park,2136,Single Fam Dwelling,Cp - Cape,1444,504900,1950,349
89,SUMMER ST,Hyde Park,2136,Single Fam Dwelling,Cp - Cape,1264,466100,1950,368
105,SUMMER ST,Hyde Park,2136,Single Fam Dwelling,Rn - Ranch,864,457400,1955,529
109,SUMMER ST,Hyde Park,2136,Single Fam Dwelling,Rn - Ranch,864,436200,1955,504
115,SUMMER ST,Hyde Park,2136,Single Fam Dwelling,Rn - Ranch,1032,443100,1955,429
119,SUMMER ST,Hyde Park,2136,Single Fam Dwelling,Rn - Ranch,1116,506500,1955,453
123,SUMMER ST,Hyde Park,2136,Single Fam Dwelling,Rn - Ranch,864,432300,1955,500
127,SUMMER ST,Hyde Park,2136,Single Fam Dwelling,Rn - Ranch,864,464100,1955,537
131,SUMMER ST,Hyde Park,2136,Single Fam Dwelling,Rn - Ranch,864,420100,1955,486
135,SUMMER ST,Hyde Park,2136,Single Fam Dwelling,Rn - Ranch,992,456200,1955,459
139,SUMMER ST,Hyde Park,2136,Single Fam Dwelling,Rn - Ranch,864,468900,1955,542
143,SUMMER ST,Hyde Park,2136,Single Fam Dwelling,Rn - Ranch,1032,696500,1955,674
146,SUMMER ST,Hyde Park,2136,Single Fam Dwelling,Rn - Ranch,864,416500,1955,482
142,SUMMER ST,Hyde Park,2136,Single Fam Dwelling,Rn - Ranch,1544,631200,1954,408
138,SUMMER ST,Hyde Park,2136,Single Fam Dwelling,Rn - Ranch,1092,483100,1955,442
134,SUMMER ST,Hyde Park,2136,Single Fam Dwelling,Rn - Ranch,1164,523200,1955,449
130,SUMMER ST,Hyde Park,2136,Single Fam Dwelling,Rn - Ranch,864,482500,1955,558
126,SUMMER ST,Hyde Park,2136,Single Fam Dwelling,Rn - Ranch,864,479300,1955,554
122,SUMMER ST,Hyde Park,2136,Single Fam Dwelling,Rn - Ranch,864,459300,1955,531
118,SUMMER ST,Hyde Park,2136,Single Fam Dwelling,Rn - Ranch,1584,600800,1955,379
110,SUMMER ST,Hyde Park,2136,Single Fam Dwelling,Rn - Ranch,984,477500,1955,485
106,SUMMER ST,Hyde Park,2136,Single Fam Dwelling,Rn - Ranch,1200,520400,1955,433
102,SUMMER ST,Hyde Park,2136,Single Fam Dwelling,Rn - Ranch,2592,859500,1955,331
90,SUMMER ST,Hyde Park,2136,Single Fam Dwelling,Rn - Ranch,1476,574900,1955,389
74,SUMMER ST,Hyde Park,2136,Single Fam Dwelling,Rn - Ranch,975,442400,1954,453
70,SUMMER ST,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,1693,496800,1976,293
68,SUMMER ST,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,1884,809800,2006,429
66,SUMMER ST,Hyde Park,2136,Single Fam Dwelling,Cp - Cape,1050,397400,1955,378
64,SUMMER ST,Hyde Park,2136,Single Fam Dwelling,Cp - Cape,1050,440100,1954,419
56,SUMMER ST,Hyde Park,2136,Single Fam Dwelling,Rn - Ranch,896,398700,1950,444
1,PARROTT ST,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,1872,734700,1890,392
3,PARROTT ST,Hyde Park,2136,Single Fam Dwelling,Cv - Conventional,2529,556000,1900,219
47,AUSTIN ST,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,1872,761800,2005,406
55,AUSTIN ST,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,1400,482500,1920,344
63,AUSTIN ST,Hyde Park,2136,Single Fam Dwelling,Cp - Cape,1504,514400,1950,342
67,AUSTIN ST,Hyde Park,2136,Single Fam Dwelling,Rn - Ranch,1104,456100,1955,413
69,AUSTIN ST,Hyde Park,2136,Single Fam Dwelling,Rn - Ranch,864,438900,1955,507
71,AUSTIN ST,Hyde Park,2136,Single Fam Dwelling,Rn - Ranch,864,420800,1955,487
73,AUSTIN ST,Hyde Park,2136,Single Fam Dwelling,Rn - Ranch,1460,665300,1955,455
75,AUSTIN ST,Hyde Park,2136,Single Fam Dwelling,Rn - Ranch,864,455500,1955,527
77,AUSTIN ST,Hyde Park,2136,Single Fam Dwelling,Rn - Ranch,864,515700,1955,596
79,AUSTIN ST,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,1856,570800,1910,307
85,AUSTIN ST,Hyde Park,2136,Single Fam Dwelling,Rn - Ranch,864,467200,1955,540
89,AUSTIN ST,Hyde Park,2136,Single Fam Dwelling,Rn - Ranch,864,482000,1955,557
93,AUSTIN ST,Hyde Park,2136,Single Fam Dwelling,Rn - Ranch,864,433100,1955,501
97,AUSTIN ST,Hyde Park,2136,Single Fam Dwelling,Rn - Ranch,864,439100,1955,508
101,AUSTIN ST,Hyde Park,2136,Single Fam Dwelling,Rn - Ranch,1024,541100,1955,528
105,AUSTIN ST,Hyde Park,2136,Single Fam Dwelling,Rn - Ranch,1004,511600,1955,509
109,AUSTIN ST,Hyde Park,2136,Single Fam Dwelling,Rn - Ranch,864,452800,1955,524
115,AUSTIN ST,Hyde Park,2136,Single Fam Dwelling,Rn - Ranch,864,395800,1955,458
190,W ST,Hyde Park,2136,Single Fam Dwelling,Rn - Ranch,864,457400,1955,529
186,W ST,Hyde Park,2136,Single Fam Dwelling,Rn - Ranch,864,377500,1955,436
182,W ST,Hyde Park,2136,Single Fam Dwelling,Rn - Ranch,864,528600,1954,611
52,SUMMER ST,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,1942,504000,1900,259
50,SUMMER ST,Hyde Park,2136,Single Fam Dwelling,Cv - Conventional,1285,441700,1900,343
48,SUMMER ST,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,1489,449300,1900,301
34,SUMMER ST,Hyde Park,2136,Single Fam Dwelling,Cv - Conventional,1663,470200,1910,282
22,SUMMER ST,Hyde Park,2136,Single Fam Dwelling,Bw - Bungalow,2109,566000,1937,268
20,SUMMER ST,Hyde Park,2136,Single Fam Dwelling,Cv - Conventional,1888,684000,1925,362
18,SUMMER ST,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,1833,553100,1920,301
8,SUMMER ST,Hyde Park,2136,Single Fam Dwelling,Bw - Bungalow,1696,471700,1935,277
29,GORDON AV,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,1953,530100,1910,271
31,GORDON AV,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,2872,633500,1893,220
35,GORDON AV,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,1400,503800,1950,359
11,AUSTIN ST,Hyde Park,2136,Single Fam Dwelling,Cv - Conventional,2864,641600,1890,224
13,AUSTIN ST,Hyde Park,2136,Single Fam Dwelling,Cv - Conventional,1534,718000,1915,467
15,AUSTIN ST,Hyde Park,2136,Single Fam Dwelling,Cv - Conventional,1447,482900,1900,333
25,AUSTIN ST,Hyde Park,2136,Single Fam Dwelling,Cv - Conventional,1366,430700,1900,315
22,AUSTIN ST,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,1824,437300,1910,239
20,AUSTIN ST,Hyde Park,2136,Single Fam Dwelling,Rn - Ranch,912,489700,1935,536
16,AUSTIN ST,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,1456,443800,1910,304
2,AUSTIN ST,Hyde Park,2136,Single Fam Dwelling,Cp - Cape,1075,483300,1952,449
53,GORDON AV,Hyde Park,2136,Single Fam Dwelling,Bw - Bungalow,2253,478700,1929,212
57,GORDON AV,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,1800,676200,1988,375
40,CHILD ST,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,1274,582200,1940,456
36,CHILD ST,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,1274,473300,1940,371
18,CHILD ST,Hyde Park,2136,Single Fam Dwelling,Rn - Ranch,864,375900,1955,435
12,CHILD ST,Hyde Park,2136,Single Fam Dwelling,Rn - Ranch,864,352300,1959,407
12,CHESTNUT ST,Hyde Park,2136,Single Fam Dwelling,Rn - Ranch,1152,406000,1963,352
42,GREENBROOK RD,Hyde Park,2136,Single Fam Dwelling,Bw - Bungalow,768,354400,1960,461
38,GREENBROOK RD,Hyde Park,2136,Single Fam Dwelling,Bw - Bungalow,864,415800,1960,481
34,GREENBROOK RD,Hyde Park,2136,Single Fam Dwelling,Rn - Ranch,1032,435500,1960,421
30,GREENBROOK RD,Hyde Park,2136,Single Fam Dwelling,Bw - Bungalow,1209,485600,1960,401
26,GREENBROOK RD,Hyde Park,2136,Single Fam Dwelling,Rn - Ranch,984,586100,1960,595
22,GREENBROOK RD,Hyde Park,2136,Single Fam Dwelling,Cp - Cape,1075,512400,1960,476
18,GREENBROOK RD,Hyde Park,2136,Single Fam Dwelling,Cp - Cape,940,522900,1960,555
14,GREENBROOK RD,Hyde Park,2136,Single Fam Dwelling,Cp - Cape,1547,516900,1960,334
10,GREENBROOK RD,Hyde Park,2136,Single Fam Dwelling,Cp - Cape,1075,563000,1960,523
6,GREENBROOK RD,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,1562,540800,1960,346
2,GREENBROOK RD,Hyde Park,2136,Single Fam Dwelling,Cp - Cape,1387,528300,1960,380
40,AUSTIN ST,Hyde Park,2136,Single Fam Dwelling,Cv - Conventional,2636,569000,1900,215
38,AUSTIN ST,Hyde Park,2136,Single Fam Dwelling,Cv - Conventional,2091,366800,1910,175
28,AUSTIN ST,Hyde Park,2136,Single Fam Dwelling,Cp - Cape,1075,492000,1950,457
1,GREENBROOK RD,Hyde Park,2136,Single Fam Dwelling,Rn - Ranch,792,418500,1960,528
25,GREENBROOK RD,Hyde Park,2136,Single Fam Dwelling,Rn - Ranch,1008,464800,1960,461
31,GREENBROOK RD,Hyde Park,2136,Single Fam Dwelling,Cp - Cape,1075,484100,1960,450
35,GREENBROOK RD,Hyde Park,2136,Single Fam Dwelling,Bw - Bungalow,1032,500100,1960,484
8,CHESTNUT ST,Hyde Park,2136,Single Fam Dwelling,Cv - Conventional,1483,454300,1920,306
64,BRAEBURN RD,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,1746,614000,1880,351
58,AUSTIN ST,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,2087,617800,1910,296
56,AUSTIN ST,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,1383,479400,1915,346
52,AUSTIN ST,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,1754,650400,1910,370
7,CHESTNUT ST,Hyde Park,2136,Single Fam Dwelling,Rr - Raised Ranch,2401,836100,1981,348
15,CHESTNUT ST,Hyde Park,2136,Single Fam Dwelling,Rn - Ranch,1722,601700,1957,349
25,CHESTNUT ST,Hyde Park,2136,Single Fam Dwelling,Cv - Conventional,1867,607300,1910,325
58,BRAEBURN RD,Hyde Park,2136,Single Fam Dwelling,Cp - Cape,1611,503200,1953,312
50,BRAEBURN RD,Hyde Park,2136,Single Fam Dwelling,Rn - Ranch,1390,457000,1933,328
46,BRAEBURN RD,Hyde Park,2136,Single Fam Dwelling,Cp - Cape,1201,460800,1945,383
14,BRAEWOOD ST,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,1416,541700,1963,382
18,BRAEWOOD ST,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,1296,563100,1960,434
22,BRAEWOOD ST,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,1491,742300,1960,497
109,GORDON AV,Hyde Park,2136,Single Fam Dwelling,Rn - Ranch,1438,460300,1956,319
115,GORDON AV,Hyde Park,2136,Single Fam Dwelling,Cp - Cape,1523,762500,1950,500
121,GORDON AV,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,1802,779200,1965,432
66,MYOPIA RD,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,1246,629600,1940,505
60,MYOPIA RD,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,1200,512400,1940,427
56,MYOPIA RD,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,976,531000,1940,544
52,MYOPIA RD,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,1022,598000,1940,585
48,MYOPIA RD,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,1641,640600,1940,390
44,MYOPIA RD,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,1230,640000,1940,520
40,MYOPIA RD,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,1164,610000,1940,524
36,MYOPIA RD,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,1590,683300,1982,429
32,MYOPIA RD,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,1656,674600,1940,407
28,MYOPIA RD,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,1750,718300,1940,410
24,MYOPIA RD,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,1216,526400,1940,432
20,MYOPIA RD,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,2218,847700,1940,382
16,MYOPIA RD,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,1214,570000,1940,469
8,MYOPIA RD,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,1232,579800,1975,470
238,W ST,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,2056,844600,2007,410
236,W ST,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,1008,492300,1940,488
232,W ST,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,1104,628900,1941,569
224,W ST,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,1388,531200,1941,382
220,W ST,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,1056,511600,1941,484
126,AUSTIN ST,Hyde Park,2136,Single Fam Dwelling,Cp - Cape,1012,447100,1941,441
122,AUSTIN ST,Hyde Park,2136,Single Fam Dwelling,Cp - Cape,1344,512000,1924,380
75,MYOPIA RD,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,1072,597200,1945,557
92,AUSTIN ST,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,926,440900,1940,476
88,AUSTIN ST,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,1097,478200,1940,435
62,AUSTIN ST,Hyde Park,2136,Single Fam Dwelling,Rn - Ranch,1020,455700,1960,446
38,BRAEBURN RD,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,914,493600,1940,540
34,BRAEBURN RD,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,1432,587000,1940,409
30,BRAEBURN RD,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,1322,620600,1941,469
26,BRAEBURN RD,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,862,460600,1941,534
22,BRAEBURN RD,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,934,500800,1941,536
18,BRAEBURN RD,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,818,491900,1941,601
14,BRAEBURN RD,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,1396,496500,1941,355
10,BRAEBURN RD,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,1220,438800,1941,359
6,BRAEBURN RD,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,1116,522700,1941,468
2,BRAEBURN RD,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,1296,464100,1945,358
330,W ST,Hyde Park,2136,Single Fam Dwelling,Rn - Ranch,1288,674400,1965,523
326,W ST,Hyde Park,2136,Single Fam Dwelling,Rn - Ranch,1568,748000,1965,477
322,W ST,Hyde Park,2136,Single Fam Dwelling,Rr - Raised Ranch,1855,678400,1965,365
318,W ST,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,1296,672400,1935,518
306,W ST,Hyde Park,2136,Single Fam Dwelling,Cp - Cape,1224,554200,1950,452
298,W ST,Hyde Park,2136,Single Fam Dwelling,Cp - Cape,1518,517100,1920,340
294,W ST,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,1690,572600,1920,338
290,W ST,Hyde Park,2136,Single Fam Dwelling,Bw - Bungalow,1014,495800,1920,488
256,W ST,Hyde Park,2136,Single Fam Dwelling,Cp - Cape,1056,439500,1950,416
252,W ST,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,1417,654700,1910,462
5,MYOPIA RD,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,1176,530900,1960,451
7,MYOPIA RD,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,1026,573700,1940,559
11,MYOPIA RD,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,1068,513800,1940,481
17,MYOPIA RD,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,1168,536200,1940,459
21,MYOPIA RD,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,1104,681800,1940,617
25,MYOPIA RD,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,1251,621300,1940,496
29,MYOPIA RD,Hyde Park,2136,Single Fam Dwelling,Cp - Cape,1414,710100,1956,502
33,MYOPIA RD,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,2307,680600,1935,294
41,MYOPIA RD,Hyde Park,2136,Single Fam Dwelling,Rn - Ranch,1160,534100,1955,460
45,MYOPIA RD,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,1434,737200,1950,514
49,MYOPIA RD,Hyde Park,2136,Single Fam Dwelling,Cp - Cape,1734,517000,1955,298
53,MYOPIA RD,Hyde Park,2136,Single Fam Dwelling,Cp - Cape,1190,543800,1950,456
59,MYOPIA RD,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,1416,526300,1950,371
63,MYOPIA RD,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,1354,515100,1950,380
67,MYOPIA RD,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,1160,620300,1950,534
1,BRAEBURN RD,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,1056,551800,1940,522
5,BRAEBURN RD,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,1154,561600,1940,486
11,BRAEBURN RD,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,1200,608900,1940,507
15,BRAEBURN RD,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,1200,517900,1940,431
19,BRAEBURN RD,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,1178,504900,1940,428
23,BRAEBURN RD,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,1488,491900,1940,330
27,BRAEBURN RD,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,1200,496600,1940,413
31,BRAEBURN RD,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,1088,549400,1940,504
35,BRAEBURN RD,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,1200,522500,1940,435
39,BRAEBURN RD,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,1088,515000,1940,473
43,BRAEBURN RD,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,1088,559200,1940,513
51,BRAEBURN RD,Hyde Park,2136,Single Fam Dwelling,Cp - Cape,1476,586100,1910,397
55,BRAEBURN RD,Hyde Park,2136,Single Fam Dwelling,Cp - Cape,1171,425100,1910,363
31,HALE ST,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,1434,494200,1910,344
33,HALE ST,Hyde Park,2136,Single Fam Dwelling,Cp - Cape,1334,640500,1935,479
35,HALE ST,Hyde Park,2136,Single Fam Dwelling,Cp - Cape,1854,550300,1916,296
34,HALE ST,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,2052,857400,2001,417
32,HALE ST,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,1976,916000,2001,463
30,HALE ST,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,1620,817900,2001,504
15,EMMETT ST,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,2488,644200,1900,258
19,EMMETT ST,Hyde Park,2136,Single Fam Dwelling,Cv - Conventional,2650,693200,1980,261
21,EMMETT ST,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,2938,1397100,2017,475
33,EMMETT ST,Hyde Park,2136,Single Fam Dwelling,Cl - Colonial,1882,593700,1880,315
